url_origem,regra_wcag_id,titulo_erro,seletor_css,snippet_html
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ascom/noticias/oportunidades"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ascom/clipping"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/acesso-a-informacao/institucional"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/acesso-a-informacao/acoes-e-programas"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/acesso-a-informacao/participacao-social"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/acesso-a-informacao/auditorias"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/acesso-a-informacao/convenios-e-transferencias"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/acesso-a-informacao/receitas-e-despesas"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/acesso-a-informacao/licitacoes-e-contratos"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/acesso-a-informacao/servidores"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/acesso-a-informacao/informacoes-classificadas"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/acesso-a-informacao/servico-de-informacao-ao-cidadao"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/acesso-a-informacao/perguntas-frequentes"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/acesso-a-informacao/dados-abertos"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/bkp"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/acesso-a-informacao/sancoes-administrativas"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ouvidoria/registre-sua-demanda"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ouvidoria/demandas-em-andamento"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ouvidoriageral/pesquisa"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/acesso-a-informacao"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ouvidoriageral/teste"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/proexc-antiga/coordenacoes-setoriais"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/proexc-antiga/enexc"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/controladoria/escritorio-de-processos/metodologia"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/controladoria/escritorio-de-processos/cadeia-de-valor"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/controladoria/escritorio-de-processos/portfolio"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/controladoria/escritorio-de-processos/celulas"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/tutorial-administracao-ufpe/imagens"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/tutorial-administracao-ufpe/manual"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/tutorial-administracao-ufpe/videos"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/institucional/conselhos-e-resolucoes/resolucoes-cadm"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/institucional/conselhos-e-resolucoes/resolucoes-conselho-universitario"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/consulta-a-comunidade"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/eleicoes-tecnicos-consuni"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/comissao-eleitoral-conselho-social"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/dsi"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/institucional/gabinete-do-reitor/auditoria-interna"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/cerimonial"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/diretoria-planejamento-controladoria"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/gabinete-do-reitor/portarias-normativas"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/dai"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/institucional/cppd"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/dri/comite-de-internacionalizacao"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/dri/editais"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/cling"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/dri/prova-de-proficiencia-ppgs"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/cav/monitorias"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/cav/concursos"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/cav/ouvidoria-setorial"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/cav/fale-com-a-direcao"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/cav/transportes"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ciencias-biologicas-licenciatura-cav"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/curso-de-ciencias-biologicas-licenciatura-ead-cav"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/educacao-fisica-bacharelado-cav"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/educacao-fisica-licenciatura-cav"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/enfermagem-bacharelado-cav"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/nutricao-bacharelado-cav"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/saude-coletiva-bacharelado-cav"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/cav/graduacao/curso-de-educacao-fisica-licenciatura-ead"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/geografia-licenciatura-ead"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/letras-licenciatura-em-portugues-ead"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/letras-licenciatura-em-espanhol-ead"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/matematica-licenciatura-ead"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/cursos/graduacao-vitoria/ciencias-biologicas-licenciatura"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/cursos/graduacao-vitoria/educacao-fisica-bacharelado"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/cursos/graduacao-vitoria/educacao-fisica-licenciatura"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/cursos/graduacao-vitoria/nutricao-bacharelado"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/cursos/graduacao-vitoria/saude-coletiva"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/engenharia-de-producao-bacharelado-ctg/home"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/engenharia-de-producao-bacharelado-ctg/estrutura-curricular"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/engenharia-de-producao-bacharelado-ctg/corpo-docente"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/engenharia-de-producao-bacharelado-ctg/alunos-e-egressos"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/engenharia-de-producao-bacharelado-ctg/mercado-de-trabalho"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/engenharia-de-producao-bacharelado-ctg/estagio"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/engenharia-de-producao-bacharelado-ctg/intercambio"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/engenharia-de-producao-bacharelado-ctg/trabalho-final-de-curso"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/engenharia-de-producao-bacharelado-ctg/atividades-complementares"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/engenharia-de-producao-bacharelado-ctg/requerimentos"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/engenharia-de-producao-bacharelado-ctg/avaliacao-institucional"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/engenharia-de-producao-bacharelado-ctg/pos-graduacao"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/engenharia-de-producao-bacharelado-ctg/noticias"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/engenharia-de-producao-bacharelado-ctg/empresa-junior"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/engenharia-de-producao-bacharelado-ctg/outros"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/engenharia-de-producao-bacharelado-ctg/engenharia-de-producao"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/coord-mecanica"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/progest/atas/todas-as-atas"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/cursos/graduacao/campus-caruaru"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/cursos/graduacao/campus-recife"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/cursos/graduacao/campus-vitoria"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/cursos/doutorado"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ppgbas"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/mdu"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/politica"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/poscivil"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/posgeografia"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/posnutri"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/pgdmat"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/pgmtr"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ppga"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ppgarqueologia"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ppgav"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ppgbaantigo"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ppgbf"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ppgbiotec"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ppgem"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ppgcf"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ppgcontabeis"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ppgd"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ppgdesign"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ppge"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ppgedu"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ppgee"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ppgef"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ppgenfermagem"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ppgeoc"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ppgep"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ppgfisica"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ppgquimica"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ppgmedtrop"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ppgo"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ppgss"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/propad"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ppgs"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/proten"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/pgbqf"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ppgc"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ppgci"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ppgcb"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/biotecrenorbio"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/pgcc"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ppgl"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/profletras"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ppgeminas"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ppgfisioterapia"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ppgfilosofia"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/prodema"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ppgdh"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ppgcs"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ppgeb"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ppgeq"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ppgero"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ppggbm"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ppghistoria"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ppgit"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ppgsc"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ppgm"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ppgodonto"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/posneuro"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/pospsicologia"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/psicologia-cognitiva"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ppgsch"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ppgsca"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ppgges"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/mgp"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ppp"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ppgecon"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ppergo"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/mpeb"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ppgeduc"">"
https://www.ufpe.br/servicos,target-size,Touch targets do not have sufficient size or spacing.,div.search-custom__input-group > ul#search-list > li.navitem > a,"<a href=""/ppgecm"">"
