antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'button-name', 'link-name', 'color-contrast'})",frozenset({'target-size'}),0.10643564356435643,0.3069306930693069,0.054455445544554455,0.5116279069767442,1.6669167291822957,1.0,0.02178707969806882,1.419141914191419,0.447746159657517,0.15172413793103448,0.2953488372093024,0.344523630907727
"frozenset({'target-size', 'button-name'})",frozenset({'link-name'}),0.12871287128712872,0.48514851485148514,0.10396039603960396,0.8076923076923076,1.6648351648351647,1.0,0.041515537692383093,2.677227722772276,0.45833333333333326,0.20388349514563106,0.6264792899408282,0.510989010989011
frozenset({'link-name'}),"frozenset({'target-size', 'button-name'})",0.48514851485148514,0.12871287128712872,0.10396039603960396,0.21428571428571427,1.6648351648351647,1.0,0.041515537692383093,1.108910891089109,0.7756410256410255,0.20388349514563106,0.0982142857142857,0.510989010989011
frozenset({'color-contrast'}),frozenset({'link-in-text-block'}),0.4207920792079208,0.09653465346534654,0.06683168316831684,0.15882352941176472,1.6452488687782807,1.0,0.02621066562101755,1.074049712663574,0.6771130104463438,0.14835164835164835,0.0689443996776793,0.4255656108597285
frozenset({'link-in-text-block'}),frozenset({'color-contrast'}),0.09653465346534654,0.4207920792079208,0.06683168316831684,0.6923076923076923,1.6452488687782805,1.0,0.02621066562101755,1.8824257425742577,0.43409436834094367,0.14835164835164835,0.46877054569362253,0.4255656108597285
"frozenset({'target-size', 'link-name'})",frozenset({'image-alt'}),0.21534653465346534,0.20297029702970298,0.07178217821782178,0.3333333333333333,1.6422764227642275,1.0,0.028073228114890686,1.1955445544554455,0.4984227129337538,0.2071428571428571,0.16356107660455482,0.34349593495934955
frozenset({'image-alt'}),"frozenset({'target-size', 'link-name'})",0.20297029702970298,0.21534653465346534,0.07178217821782178,0.3536585365853658,1.6422764227642273,1.0,0.028073228114890686,1.2139921539323741,0.4906832298136644,0.2071428571428571,0.17627144725705923,0.34349593495934955
"frozenset({'target-size', 'link-name'})",frozenset({'heading-order'}),0.21534653465346534,0.23267326732673269,0.08168316831683169,0.37931034482758624,1.6302274394717535,1.0,0.03157778649152044,1.2362486248624864,0.49268712360195,0.222972972972973,0.19110122358175755,0.3651870873074101
frozenset({'heading-order'}),"frozenset({'target-size', 'link-name'})",0.23267326732673269,0.21534653465346534,0.08168316831683169,0.35106382978723405,1.6302274394717535,1.0,0.03157778649152044,1.2091381269274468,0.5038123167155425,0.222972972972973,0.17296462849855695,0.3651870873074101
frozenset({'target-size'}),"frozenset({'heading-order', 'color-contrast'})",0.3069306930693069,0.12871287128712872,0.06435643564356436,0.20967741935483872,1.6290322580645162,1.0,0.024850504852465448,1.1024449383713881,0.5571428571428573,0.17333333333333334,0.09292521994134897,0.3548387096774194
"frozenset({'heading-order', 'color-contrast'})",frozenset({'target-size'}),0.12871287128712872,0.3069306930693069,0.06435643564356436,0.5,1.6290322580645162,1.0,0.024850504852465448,1.386138613861386,0.44318181818181823,0.17333333333333334,0.2785714285714286,0.3548387096774194
frozenset({'image-alt'}),"frozenset({'link-name', 'color-contrast'})",0.20297029702970298,0.27722772277227725,0.09158415841584158,0.4512195121951219,1.6276132404181183,1.0,0.03531516517988431,1.3170517051705168,0.48380057075709226,0.23566878980891717,0.24072836618777138,0.39078832752613235
"frozenset({'link-name', 'color-contrast'})",frozenset({'image-alt'}),0.27722772277227725,0.20297029702970298,0.09158415841584158,0.3303571428571428,1.627613240418118,1.0,0.03531516517988431,1.19023102310231,0.5335061088485744,0.23566878980891717,0.15982697426796796,0.39078832752613235
frozenset({'accesskeys'}),frozenset({'link-name'}),0.06930693069306931,0.48514851485148514,0.054455445544554455,0.7857142857142856,1.6195335276967928,1.0,0.020831291049897067,2.402640264026401,0.41102514506769827,0.10891089108910891,0.5837912087912086,0.44897959183673464
frozenset({'link-name'}),frozenset({'accesskeys'}),0.48514851485148514,0.06930693069306931,0.054455445544554455,0.11224489795918367,1.6195335276967928,1.0,0.020831291049897067,1.0483669056560827,0.7430069930069929,0.10891089108910891,0.046135475466782455,0.44897959183673464
"frozenset({'button-name', 'link-name'})","frozenset({'target-size', 'color-contrast'})",0.22772277227722773,0.15099009900990099,0.054455445544554455,0.23913043478260868,1.5837491090520313,1.0,0.020071561611606704,1.1158415841584157,0.4772727272727273,0.16793893129770993,0.10381543921916592,0.2998930862437634
"frozenset({'target-size', 'color-contrast'})","frozenset({'button-name', 'link-name'})",0.15099009900990099,0.22772277227722773,0.054455445544554455,0.36065573770491804,1.5837491090520313,1.0,0.020071561611606704,1.2079207920792079,0.4341372912801484,0.16793893129770993,0.1721311475409836,0.2998930862437634
frozenset({'target-size'}),"frozenset({'heading-order', 'link-name'})",0.3069306930693069,0.16831683168316833,0.08168316831683169,0.26612903225806456,1.5811195445920305,1.0,0.030021566513086954,1.1332825590251332,0.5303030303030304,0.2075471698113208,0.11760752688172048,0.3757115749525617
"frozenset({'heading-order', 'link-name'})",frozenset({'target-size'}),0.16831683168316833,0.3069306930693069,0.08168316831683169,0.4852941176470588,1.5811195445920303,1.0,0.030021566513086954,1.3465346534653466,0.44191919191919193,0.2075471698113208,0.2573529411764706,0.3757115749525617
"frozenset({'heading-order', 'landmark-one-main'})",frozenset({'link-name'}),0.07178217821782178,0.48514851485148514,0.054455445544554455,0.7586206896551725,1.5636875439831106,1.0,0.019630428389373594,2.1329561527581338,0.3883636363636364,0.10837438423645322,0.5311671087533159,0.4354327938071781
frozenset({'link-name'}),"frozenset({'heading-order', 'landmark-one-main'})",0.48514851485148514,0.07178217821782178,0.054455445544554455,0.11224489795918367,1.5636875439831106,1.0,0.019630428389373594,1.0455786958006146,0.7001748251748253,0.10837438423645322,0.043591836734693884,0.4354327938071781
"frozenset({'target-size', 'button-name'})","frozenset({'link-name', 'color-contrast'})",0.12871287128712872,0.27722772277227725,0.054455445544554455,0.4230769230769231,1.526098901098901,1.0,0.01877266934614253,1.252805280528053,0.3956611570247933,0.15492957746478872,0.20179135932560588,0.30975274725274726
"frozenset({'link-name', 'color-contrast'})","frozenset({'target-size', 'button-name'})",0.27722772277227725,0.12871287128712872,0.054455445544554455,0.1964285714285714,1.5260989010989008,1.0,0.01877266934614253,1.0842684268426843,0.47696139476961386,0.15492957746478872,0.0777191558441558,0.30975274725274726
frozenset({'target-size'}),"frozenset({'link-name', 'color-contrast'})",0.3069306930693069,0.27722772277227725,0.12871287128712872,0.41935483870967744,1.5126728110599077,1.0,0.04362317419860798,1.244774477447745,0.489010989010989,0.2826086956521739,0.19664162615996464,0.44182027649769584
"frozenset({'link-name', 'color-contrast'})",frozenset({'target-size'}),0.27722772277227725,0.3069306930693069,0.12871287128712872,0.46428571428571425,1.5126728110599077,1.0,0.04362317419860798,1.2937293729372934,0.46891464699683877,0.2826086956521739,0.2270408163265306,0.44182027649769584
frozenset({'heading-order'}),frozenset({'link-name'}),0.23267326732673269,0.48514851485148514,0.16831683168316833,0.723404255319149,1.4910985670864092,1.0,0.05543574159396139,1.8613861386138617,0.4292220113851993,0.30630630630630634,0.4627659574468086,0.5351715154146766
frozenset({'link-name'}),frozenset({'heading-order'}),0.48514851485148514,0.23267326732673269,0.16831683168316833,0.34693877551020413,1.4910985670864092,1.0,0.05543574159396139,1.1749690594059408,0.6397058823529412,0.30630630630630634,0.14891375905200796,0.5351715154146766
"frozenset({'button-name', 'link-name'})",frozenset({'target-size'}),0.22772277227722773,0.3069306930693069,0.10396039603960396,0.45652173913043476,1.4873772791023843,1.0,0.03406528771689049,1.2752475247524753,0.4242979242979242,0.24137931034482754,0.21583850931677018,0.3976157082748948
frozenset({'target-size'}),"frozenset({'button-name', 'link-name'})",0.3069306930693069,0.22772277227722773,0.10396039603960396,0.3387096774193548,1.487377279102384,1.0,0.03406528771689049,1.1678338565563873,0.47278911564625836,0.24137931034482754,0.14371381306865175,0.3976157082748948
frozenset({'target-size'}),frozenset({'link-name'}),0.3069306930693069,0.48514851485148514,0.21534653465346534,0.7016129032258065,1.446181698485846,1.0,0.06643956474855406,1.7254482204977257,0.4451559934318555,0.3733905579399141,0.42044044665012414,0.5727452271231073
frozenset({'link-name'}),frozenset({'target-size'}),0.48514851485148514,0.3069306930693069,0.21534653465346534,0.44387755102040816,1.446181698485846,1.0,0.06643956474855406,1.2462530656735398,0.5992484526967286,0.3733905579399141,0.19759475218658892,0.5727452271231073
frozenset({'color-contrast'}),"frozenset({'target-size', 'link-name'})",0.4207920792079208,0.21534653465346534,0.12871287128712872,0.3058823529411765,1.4204192021636242,1.0,0.03809675522007647,1.1304329585500923,0.5110124917817225,0.25365853658536586,0.11538318797550569,0.45179175118323195
"frozenset({'target-size', 'link-name'})",frozenset({'color-contrast'}),0.21534653465346534,0.4207920792079208,0.12871287128712872,0.5977011494252874,1.4204192021636242,1.0,0.03809675522007647,1.43974540311174,0.3772142683814608,0.25365853658536586,0.30543275370861583,0.45179175118323195
frozenset({'link-name'}),"frozenset({'heading-order', 'color-contrast'})",0.48514851485148514,0.12871287128712872,0.08663366336633663,0.17857142857142858,1.3873626373626373,1.0,0.024188805019115765,1.0606973740852346,0.5423076923076922,0.16431924882629106,0.057224025974025976,0.4258241758241758
"frozenset({'heading-order', 'color-contrast'})",frozenset({'link-name'}),0.12871287128712872,0.48514851485148514,0.08663366336633663,0.673076923076923,1.3873626373626373,1.0,0.024188805019115765,1.5748398369248686,0.3204545454545454,0.16431924882629106,0.3650147928994082,0.4258241758241758
"frozenset({'link-name', 'image-alt'})",frozenset({'landmark-one-main'}),0.19554455445544555,0.3712871287128713,0.09900990099009901,0.5063291139240507,1.3637130801687765,1.0,0.02640672483089894,1.2735465854277737,0.3315384615384616,0.2116402116402116,0.2147911890760491,0.38649789029535864
frozenset({'landmark-one-main'}),"frozenset({'link-name', 'image-alt'})",0.3712871287128713,0.19554455445544555,0.09900990099009901,0.26666666666666666,1.3637130801687762,1.0,0.02640672483089894,1.096984698469847,0.42421259842519693,0.2116402116402116,0.08841025641025639,0.38649789029535864
frozenset({'color-contrast'}),frozenset({'link-name'}),0.4207920792079208,0.48514851485148514,0.27722772277227725,0.6588235294117648,1.3579831932773112,1.0,0.07308107048328599,1.5090474564697853,0.45512820512820534,0.4409448818897639,0.33733031674208164,0.6151260504201681
frozenset({'link-name'}),frozenset({'color-contrast'}),0.48514851485148514,0.4207920792079208,0.27722772277227725,0.5714285714285715,1.3579831932773112,1.0,0.07308107048328599,1.3514851485148518,0.512019230769231,0.4409448818897639,0.2600732600732602,0.6151260504201681
frozenset({'image-alt'}),frozenset({'landmark-one-main'}),0.20297029702970298,0.3712871287128713,0.10148514851485149,0.5,1.3466666666666667,1.0,0.02612488971669444,1.2574257425742574,0.3229813664596273,0.21465968586387432,0.2047244094488189,0.3866666666666667
frozenset({'landmark-one-main'}),frozenset({'image-alt'}),0.3712871287128713,0.20297029702970298,0.10148514851485149,0.2733333333333334,1.3466666666666667,1.0,0.02612488971669444,1.096829866472886,0.40944881889763773,0.21465968586387432,0.08828157349896483,0.3866666666666667
"frozenset({'link-name', 'color-contrast'})",frozenset({'heading-order'}),0.27722772277227725,0.23267326732673269,0.08663366336633663,0.31249999999999994,1.3430851063829785,1.0,0.02213018331536122,1.1161116111611162,0.3534246575342463,0.20467836257309938,0.10403225806451603,0.34242021276595735
frozenset({'heading-order'}),"frozenset({'link-name', 'color-contrast'})",0.23267326732673269,0.27722772277227725,0.08663366336633663,0.3723404255319148,1.3430851063829783,1.0,0.02213018331536122,1.1515354925323038,0.3329032258064514,0.20467836257309938,0.13159428737977252,0.34242021276595735
frozenset({'button-name'}),frozenset({'image-alt'}),0.40594059405940597,0.20297029702970298,0.10891089108910891,0.26829268292682923,1.3218322427126707,1.0,0.0265170081364572,1.0892739273927394,0.4098484848484847,0.21782178217821777,0.08195727920012112,0.4024390243902438
frozenset({'image-alt'}),frozenset({'button-name'}),0.20297029702970298,0.40594059405940597,0.10891089108910891,0.5365853658536585,1.3218322427126707,1.0,0.0265170081364572,1.2819176654507554,0.30547713156408796,0.21782178217821777,0.2199186991869917,0.4024390243902438
"frozenset({'heading-order', 'image-alt'})",frozenset({'button-name'}),0.10148514851485149,0.40594059405940597,0.054455445544554455,0.5365853658536585,1.3218322427126707,1.0,0.0132585040682286,1.2819176654507554,0.2709742048585023,0.12021857923497267,0.2199186991869917,0.33536585365853655
frozenset({'button-name'}),"frozenset({'heading-order', 'image-alt'})",0.40594059405940597,0.10148514851485149,0.054455445544554455,0.13414634146341461,1.3218322427126707,1.0,0.0132585040682286,1.03772137777158,0.4098484848484847,0.12021857923497267,0.0363501982127259,0.33536585365853655
frozenset({'button-name'}),"frozenset({'heading-order', 'link-name', 'image-alt'})",0.40594059405940597,0.10148514851485149,0.054455445544554455,0.13414634146341461,1.3218322427126707,1.0,0.0132585040682286,1.03772137777158,0.4098484848484847,0.12021857923497267,0.0363501982127259,0.33536585365853655
"frozenset({'heading-order', 'link-name', 'image-alt'})",frozenset({'button-name'}),0.10148514851485149,0.40594059405940597,0.054455445544554455,0.5365853658536585,1.3218322427126707,1.0,0.0132585040682286,1.2819176654507554,0.2709742048585023,0.12021857923497267,0.2199186991869917,0.33536585365853655
frozenset({'color-contrast'}),frozenset({'heading-order'}),0.4207920792079208,0.23267326732673269,0.12871287128712872,0.3058823529411765,1.3146433041301628,1.0,0.030805803352612487,1.1054707165631819,0.41321499013806695,0.24528301886792453,0.09540796963946871,0.4295369211514393
frozenset({'heading-order'}),frozenset({'color-contrast'}),0.23267326732673269,0.4207920792079208,0.12871287128712872,0.5531914893617021,1.3146433041301628,1.0,0.030805803352612487,1.2963224893917966,0.3119106699751861,0.24528301886792453,0.22858701582105842,0.4295369211514393
"frozenset({'link-name', 'image-alt'})",frozenset({'button-name'}),0.19554455445544555,0.40594059405940597,0.10396039603960396,0.5316455696202531,1.309663476381599,1.0,0.02458092343887852,1.268397109981268,0.2939194139194137,0.20895522388059695,0.21160337552742603,0.39387156529793144
frozenset({'button-name'}),"frozenset({'link-name', 'image-alt'})",0.40594059405940597,0.19554455445544555,0.10396039603960396,0.2560975609756097,1.3096634763815989,1.0,0.02458092343887852,1.0813991235189093,0.3980158730158727,0.20895522388059695,0.07527204502814251,0.39387156529793144
frozenset({'button-name'}),"frozenset({'heading-order', 'link-name'})",0.40594059405940597,0.16831683168316833,0.0891089108910891,0.2195121951219512,1.30416068866571,1.0,0.020782276247426706,1.0655940594059405,0.3925925925925923,0.18367346938775506,0.061556329849012735,0.3744619799139167
"frozenset({'heading-order', 'link-name'})",frozenset({'button-name'}),0.16831683168316833,0.40594059405940597,0.0891089108910891,0.5294117647058822,1.3041606886657098,1.0,0.020782276247426706,1.262376237623762,0.28042328042328024,0.18367346938775506,0.20784313725490175,0.3744619799139167
frozenset({'heading-order'}),"frozenset({'link-name', 'landmark-one-main'})",0.23267326732673269,0.18316831683168316,0.054455445544554455,0.23404255319148934,1.2777458309373202,1.0,0.011837074796588569,1.0664191419141915,0.28328445747800585,0.1506849315068493,0.06228239845261119,0.2656699252443933
"frozenset({'link-name', 'landmark-one-main'})",frozenset({'heading-order'}),0.18316831683168316,0.23267326732673269,0.054455445544554455,0.2972972972972973,1.2777458309373202,1.0,0.011837074796588569,1.091964965727342,0.2661157024793388,0.1506849315068493,0.08421970357454228,0.2656699252443933
frozenset({'color-contrast'}),"frozenset({'target-size', 'link-name', 'button-name'})",0.4207920792079208,0.10396039603960396,0.054455445544554455,0.12941176470588237,1.2448179271708686,1.0,0.010709734339770613,1.0292346802247792,0.33954933954933963,0.11578947368421053,0.0284042898927527,0.3266106442577031
"frozenset({'target-size', 'link-name', 'button-name'})",frozenset({'color-contrast'}),0.10396039603960396,0.4207920792079208,0.054455445544554455,0.5238095238095238,1.2448179271708684,1.0,0.010709734339770613,1.2163366336633665,0.2194876946258162,0.11578947368421053,0.1778591778591779,0.3266106442577031
"frozenset({'heading-order', 'link-name'})",frozenset({'color-contrast'}),0.16831683168316833,0.4207920792079208,0.08663366336633663,0.5147058823529411,1.2231833910034602,1.0,0.01580727379668659,1.1935193519351934,0.21938775510204067,0.17241379310344826,0.16214177978883854,0.36029411764705876
frozenset({'color-contrast'}),"frozenset({'heading-order', 'link-name'})",0.4207920792079208,0.16831683168316833,0.08663366336633663,0.20588235294117646,1.22318339100346,1.0,0.01580727379668659,1.0473047304730472,0.3150183150183148,0.17241379310344826,0.045168067226890735,0.36029411764705876
